Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeName
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,69785,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,Kelli Christensen
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,69786,3,Male,89,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2,Scott Poole
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,69787,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2,Eric Miller
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,69788,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3,Susan Hunter
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,69789,2,Female,86,4,1,Research Scientist,3,Married,4374,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,Michael Rodriguez
36,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,69790,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,Amy Lewis
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,69791,1,Male,73,3,1,Laboratory Technician,1,Single,4374,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3,Thomas Blake
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,69792,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,Theresa Duncan
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,69793,2,Female,42,3,3,Healthcare Representative,1,Married,4374,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,Tiffany Ibarra
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,69794,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7,Michael Daniels
39,No,Travel_Rarely,804,Research & Development,12,3,Medical,1,69795,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,Christopher Gilmore
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,69796,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,Krista Moore
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,69797,4,Female,50,2,3,Research Director,1,Divorced,4374,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11,Emily Nichols
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,69798,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2,Brenda Garcia
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,69799,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,Ronald Martinez
36,No,Travel_Rarely,804,Research & Development,7,3,Life Sciences,1,69800,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,Jacob Flowers
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,69801,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,Sherri Watson
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,69802,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,David Long
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,69803,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,Philip Dominguez Jr.
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,69804,2,Female,91,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,Ashley Serrano
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,69805,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,Linda Shaw
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,69806,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,James Brooks
38,No,Travel_Frequently,804,Research & Development,1,3,Life Sciences,1,69807,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,Miss Laura Bowen DDS
29,No,Travel_Rarely,804,Sales,5,3,Medical,1,69808,1,Male,43,2,2,Sales Executive,2,Divorced,5744,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,Carla Moran
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,69809,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,Sherry Johnson
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,69810,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,Kelly Hernandez
36,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,69811,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,Laura Richards
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,69812,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,Michael Hayes
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,69813,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3,Sarah Lyons
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,69814,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2,Michael Ross
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,69815,3,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,Mr. William Wells
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,69816,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2,Carlos Rodriguez
36,No,Travel_Rarely,804,Sales,9,1,Life Sciences,1,69817,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,Austin Ballard
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,69818,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,Caleb Atkins
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,69819,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,John Williams
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,69820,3,Female,44,3,1,Human Resources,4,Divorced,3886,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,Angela Cameron
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,69821,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,Amy Hess
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,69822,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Noah Watson
53,No,Travel_Rarely,804,Research & Development,24,4,Medical,1,69823,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,Angela Greer
36,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,69824,4,Female,95,3,1,Sales Representative,3,Married,5744,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,Katherine Morris
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,69825,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Kathleen Jones
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,69826,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,Gregory Smith
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,69827,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,Anne Whitaker
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,69828,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,Renee Mcdaniel
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,69829,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,Daniel Williams
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,69830,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,Bethany Tanner
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,69831,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,Michael Johnson
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,69832,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,Tracy Montoya
36,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,69833,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,Kristy King
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,69834,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,Jennifer Rivers
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,69835,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,Jorge Turner
43,No,Travel_Rarely,804,Sales,2,3,Medical,1,69836,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,Albert Myers
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,69837,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,Katherine Munoz
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,69838,4,Male,35,3,3,Sales Executive,3,Single,5744,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,Thomas Duncan
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,69839,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,Christina Morales
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,69840,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,Neil Hernandez
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,69841,3,Male,74,2,3,Healthcare Representative,3,Married,4374,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,Jackie Crawford
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,69842,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,Tina Anderson
47,Yes,Travel_Frequently,804,Sales,9,3,Life Sciences,1,69843,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,Denise Garcia
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,69844,4,Male,62,1,1,Laboratory Technician,3,Married,4374,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,Daniel Middleton
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,69845,4,Female,48,2,4,Research Director,2,Single,4374,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,Megan Preston
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,69846,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,Sheri Hoover
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,69847,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,Paul Richards MD
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,69848,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,Theresa Williams
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,69849,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,Kelli Shepherd
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,69850,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,Anne Wilson
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,69851,3,Male,34,3,2,Healthcare Representative,2,Single,4374,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,Rhonda Camacho
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,69852,4,Male,49,3,2,Manufacturing Director,3,Married,4374,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,Jodi Martin
36,No,Travel_Rarely,804,Research & Development,16,1,Life Sciences,1,69853,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,Daniel Smith
47,No,Non-Travel,543,Sales,2,4,Marketing,1,69854,3,Male,87,3,2,Sales Executive,2,Married,5744,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,Jeffrey Foster
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,69855,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,Rebecca Dominguez
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,69856,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Mark Carter
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,69857,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,Christopher Hendricks
36,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,69858,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,Jason Bell
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,69859,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,Lauren Carpenter
36,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,69860,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,Stacey Ellis
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,69861,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,Mrs. Kathleen Long
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,69862,2,Male,88,3,5,Manager,2,Single,5744,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,Nina Moore
45,No,Travel_Rarely,804,Human Resources,4,3,Life Sciences,1,69863,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,Kelly Dorsey
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,69864,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,Ariana Long
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,69865,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,William Serrano
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,69866,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,Charles Brock
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,69867,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,David Anderson
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,69868,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,Kim Jimenez
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,69869,2,Female,52,1,1,Sales Representative,2,Single,5744,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,Steven Newman
29,No,Travel_Frequently,804,Research & Development,1,3,Life Sciences,1,69870,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,Kathy Lindsey
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,69871,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Michelle Gallagher
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,69872,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,Veronica Smith
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,69873,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,Richard Smith
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,69874,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,Patricia Gonzalez
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,69875,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,Vicki Owens DDS
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,69876,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,Michael Armstrong
36,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,69877,1,Male,70,3,3,Sales Executive,3,Married,8161,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,Samuel Lopez
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,69878,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,Chelsea Ruiz
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,69879,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Megan Lewis
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,69880,2,Male,65,3,1,Research Scientist,2,Single,2718,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,Virginia Paul
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,69881,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,Chase Smith
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,69882,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,Ryan Tucker
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,69883,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,Erika Harris
55,No,Travel_Rarely,804,Research & Development,2,3,Medical,1,69884,3,Male,60,2,5,Research Director,1,Married,19038,19805,8,Y,No,12,3,2,80,3,34,2,3,1,0,0,0,Dustin Cantu
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,69885,4,Male,90,3,2,Research Scientist,2,Divorced,3055,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,Michele Rocha
41,No,Travel_Rarely,804,Research & Development,9,4,Life Sciences,1,69886,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4,William Bates
34,No,Non-Travel,804,Sales,10,3,Life Sciences,1,69887,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,Stephanie Foster
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,69888,1,Female,60,2,4,Manufacturing Director,3,Married,12965,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2,Benjamin Jones
36,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,69889,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,Valerie Farmer
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,69890,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,Karen Munoz
21,Yes,Travel_Rarely,804,Sales,7,1,Marketing,1,69891,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0,Jasmine Petty
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,69892,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,Timothy Pope
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,69893,3,Female,79,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Amy Mata
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,69894,1,Female,91,2,2,Sales Executive,4,Married,5468,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,Jennifer Love
36,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,69895,1,Female,53,3,3,Manager,3,Married,13116,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,Richard Smith
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,69896,2,Male,46,2,2,Sales Executive,2,Married,4189,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,Spencer Smith
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,69897,3,Male,46,3,5,Research Director,4,Divorced,19328,14218,7,Y,Yes,17,3,3,80,1,24,3,3,2,1,2,2,Justin Cole
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,69898,4,Male,90,3,3,Healthcare Representative,1,Married,8321,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,Jasmine Ayers
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,69899,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,Miss Pamela Chan
36,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,69900,3,Male,89,3,2,Human Resources,2,Divorced,4071,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,Christopher Barrett Jr.
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,69901,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,Kim Weber
36,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,69902,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,Aaron Alvarado
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,69903,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,Erin Norris
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,69904,3,Male,65,3,3,Research Director,3,Single,13464,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2,Audrey Alexander
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,69905,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,Luis Horne
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,69906,3,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,Zachary Adams
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,69907,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,William Bell
35,No,Non-Travel,804,Research & Development,2,2,Medical,1,69908,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7,Carl Martin
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,69909,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,Y,No,13,3,4,80,3,13,3,3,11,10,3,8,Steven Fisher
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,69910,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7,Ryan Day
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,69911,4,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8,Natalie Roach
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,69912,3,Male,83,3,2,Sales Executive,4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,Robert Hill
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,69913,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2,Amanda Bentley
41,No,Travel_Rarely,804,Research & Development,5,3,Life Sciences,1,69914,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,Nicole Torres
